Age,Job,Credit amount,Duration,Sex_female,Sex_male,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Saving accounts_nan,Checking account_little,Checking account_moderate,Checking account_rich,Checking account_nan,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Risk
2.7664564848025224,0.1469491804436178,-0.7451314133870967,-1.2364778603818776,-0.6702800625998365,0.6702800625998365,-0.34796010286217655,0.6344482202508911,-0.46693339630992875,-1.2324332386208314,-0.3388616263074406,-0.25929878350055285,-0.22454435656953595,2.1129318196091753,1.6277699581010672,-0.606621015204346,-0.25929878350055285,-0.8063281072253715,-0.32774946540135635,-0.7129485436850859,-0.11020775375559674,-0.2503981951023624,-0.47010766958349126,1.6035674514745464,-0.14998295745037957,-0.11020775375559674,1
-1.1914039404570154,0.1469491804436178,0.9498167893630399,2.2481943623946683,1.4919136877222166,-1.4919136877222166,-0.34796010286217655,0.6344482202508911,-0.46693339630992875,0.8114029779974629,-0.3388616263074406,-0.25929878350055285,-0.22454435656953595,-0.47327603792959494,-0.6143374222034331,1.648475695592479,-0.25929878350055285,-0.8063281072253715,-0.32774946540135635,-0.7129485436850859,-0.11020775375559674,-0.2503981951023624,-0.47010766958349126,1.6035674514745464,-0.14998295745037957,-0.11020775375559674,0
1.1833123146987072,-1.3837714491773996,-0.4165624079606273,-0.738667542842371,-0.6702800625998365,0.6702800625998365,-0.34796010286217655,0.6344482202508911,-0.46693339630992875,0.8114029779974629,-0.3388616263074406,-0.25929878350055285,-0.22454435656953595,-0.47327603792959494,-0.6143374222034331,-0.606621015204346,-0.25929878350055285,1.2401899314177032,-0.32774946540135635,-0.7129485436850859,-0.11020775375559674,3.9936390100224237,-0.47010766958349126,-0.6236095644623236,-0.14998295745037957,-0.11020775375559674,1
0.8315024991200816,0.1469491804436178,1.634246939825297,1.7503840448551617,-0.6702800625998365,0.6702800625998365,2.873892701417236,-1.5761727562330499,-0.46693339630992875,0.8114029779974629,-0.3388616263074406,-0.25929878350055285,-0.22454435656953595,-0.47327603792959494,1.6277699581010672,-0.606621015204346,-0.25929878350055285,-0.8063281072253715,-0.32774946540135635,-0.7129485436850859,-0.11020775375559674,-0.2503981951023624,2.1271722728667366,-0.6236095644623236,-0.14998295745037957,-0.11020775375559674,1
1.5351221302773328,0.1469491804436178,0.5666635047179338,0.2569530922366421,-0.6702800625998365,0.6702800625998365,2.873892701417236,-1.5761727562330499,-0.46693339630992875,0.8114029779974629,-0.3388616263074406,-0.25929878350055285,-0.22454435656953595,-0.47327603792959494,1.6277699581010672,-0.606621015204346,-0.25929878350055285,-0.8063281072253715,-0.32774946540135635,1.4026257699205102,-0.11020775375559674,-0.2503981951023624,-0.47010766958349126,-0.6236095644623236,-0.14998295745037957,-0.11020775375559674,0
-0.048022039826482336,-1.3837714491773996,2.0500090146529657,1.2525737273156552,-0.6702800625998365,0.6702800625998365,2.873892701417236,-1.5761727562330499,-0.46693339630992875,-1.2324332386208314,-0.3388616263074406,-0.25929878350055285,-0.22454435656953595,2.1129318196091753,-0.6143374222034331,-0.606621015204346,-0.25929878350055285,1.2401899314177032,-0.32774946540135635,-0.7129485436850859,-0.11020775375559674,3.9936390100224237,-0.47010766958349126,-0.6236095644623236,-0.14998295745037957,-0.11020775375559674,1
1.5351221302773328,0.1469491804436178,-0.1546287563854807,0.2569530922366421,-0.6702800625998365,0.6702800625998365,-0.34796010286217655,0.6344482202508911,-0.46693339630992875,-1.2324332386208314,-0.3388616263074406,3.856554922857429,-0.22454435656953595,-0.47327603792959494,-0.6143374222034331,-0.606621015204346,-0.25929878350055285,1.2401899314177032,-0.32774946540135635,-0.7129485436850859,-0.11020775375559674,-0.2503981951023624,2.1271722728667366,-0.6236095644623236,-0.14998295745037957,-0.11020775375559674,1
-0.048022039826482336,1.677669810064635,1.3031968307979807,1.2525737273156552,-0.6702800625998365,0.6702800625998365,-0.34796010286217655,-1.5761727562330499,2.1416330635220753,0.8114029779974629,-0.3388616263074406,-0.25929878350055285,-0.22454435656953595,-0.47327603792959494,-0.6143374222034331,1.648475695592479,-0.25929878350055285,-0.8063281072253715,-0.32774946540135635,1.4026257699205102,-0.11020775375559674,-0.2503981951023624,-0.47010766958349126,-0.6236095644623236,-0.14998295745037957,-0.11020775375559674,1
2.238741761434584,-1.3837714491773996,-0.07523344115837269,-0.738667542842371,-0.6702800625998365,0.6702800625998365,-0.34796010286217655,0.6344482202508911,-0.46693339630992875,-1.2324332386208314,-0.3388616263074406,-0.25929878350055285,4.453463071962463,-0.47327603792959494,-0.6143374222034331,-0.606621015204346,-0.25929878350055285,1.2401899314177032,-0.32774946540135635,-0.7129485436850859,-0.11020775375559674,-0.2503981951023624,-0.47010766958349126,1.6035674514745464,-0.14998295745037957,-0.11020775375559674,1
-0.6636892170890771,1.677669810064635,0.6956808919619843,0.7547634097761486,-0.6702800625998365,0.6702800625998365,-0.34796010286217655,0.6344482202508911,-0.46693339630992875,0.8114029779974629,-0.3388616263074406,-0.25929878350055285,-0.22454435656953595,-0.47327603792959494,-0.6143374222034331,1.648475695592479,-0.25929878350055285,-0.8063281072253715,-0.32774946540135635,1.4026257699205102,-0.11020775375559674,-0.2503981951023624,-0.47010766958349126,-0.6236095644623236,-0.14998295745037957,-0.11020775375559674,0
